CITY NAME>>,<<CITY GMI>>,<<PROVINCE NAME>>,<<PROVINCE GMI>>,<<COUNTRY NAME>>,<<COUNTRY GMI
Liberty>>,<<USA-FLA077>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA077
Madison>>,<<USA-MSP089>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP089
Monroe>>,<<USA-MSP095>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP095
Montgomery>>,<<USA-MSP097>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP097
Marion>>,<<USA-MSP091>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP091
Platte>>,<<USA-NEB141>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB141
Manatee>>,<<USA-FLA081>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA081
Marshall>>,<<USA-MSP093>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP093
Red Willow>>,<<USA-NEB145>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB145
Polk>>,<<USA-NEB143>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB143
Rock>>,<<USA-NEB149>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB149
Richardson>>,<<USA-NEB147>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB147
Blackford>>,<<USA-IND009>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND009
Atlantic>>,<<USA-NJR001>>,<<New Jersey>>,<<USA-NJR>>,<<United States>>,<<USA>>,<<USA-NJR001
Adams>>,<<USA-IND001>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND001
Cape May>>,<<USA-NJR009>>,<<New Jersey>>,<<USA-NJR>>,<<United States>>,<<USA>>,<<USA-NJR009
Martin>>,<<USA-FLA085>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA085
Allen>>,<<USA-IND003>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND003
Lake and Peninsula>>,<<USA-ALK164>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<USA-ALK164
Marion>>,<<USA-FLA083>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA083
Camden>>,<<USA-NJR007>>,<<New Jersey>>,<<USA-NJR>>,<<United States>>,<<USA>>,<<USA-NJR007
Bartholomew>>,<<USA-IND005>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND005
Leake>>,<<USA-MSP079>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP079
Burlington>>,<<USA-NJR005>>,<<New Jersey>>,<<USA-NJR>>,<<United States>>,<<USA>>,<<USA-NJR005
Nassau>>,<<USA-FLA089>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA089
Benton>>,<<USA-IND007>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND007
Miami-Dade>>,<<USA-FLA086>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA086
Lawrence>>,<<USA-MSP077>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP077
Bergen>>,<<USA-NJR003>>,<<New Jersey>>,<<USA-NJR>>,<<United States>>,<<USA>>,<<USA-NJR003
Monroe>>,<<USA-FLA087>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA087
Lincoln>>,<<USA-MSP085>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP085
Matanuska-Susitna>>,<<USA-ALK170>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<USA-ALK170
Leflore>>,<<USA-MSP083>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP083
Lee>>,<<USA-MSP081>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP081
Okaloosa>>,<<USA-FLA091>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA091
Saline>>,<<USA-NEB151>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB151
Sarpy>>,<<USA-NEB153>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB153
Saunders>>,<<USA-NEB155>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB155
Scotts Bluff>>,<<USA-NEB157>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB157
Seward>>,<<USA-NEB159>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB159
Jefferson Davis>>,<<USA-MSP065>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP065
Jones>>,<<USA-MSP067>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP067
Hancock>>,<<USA-IND059>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND059
Broward>>,<<USA-FLA011>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA011
Hamilton>>,<<USA-IND057>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND057
Kemper>>,<<USA-MSP069>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP069
Greene>>,<<USA-IND055>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND055
Citrus>>,<<USA-FLA017>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA017
Clay>>,<<USA-FLA019>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA019
Calhoun>>,<<USA-FLA013>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA013
Charlotte>>,<<USA-FLA015>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA015
Henry>>,<<USA-IND065>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND065
Hendricks>>,<<USA-IND063>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND063
Lafayette>>,<<USA-MSP071>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP071
Harrison>>,<<USA-IND061>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND061
Lamar>>,<<USA-MSP073>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP073
Lauderdale>>,<<USA-MSP075>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP075
Columbia>>,<<USA-FLA023>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA023
Itawamba>>,<<USA-MSP057>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP057
Collier>>,<<USA-FLA021>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA021
Issaquena>>,<<USA-MSP055>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP055
Haines>>,<<USA-ALK100>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<USA-ALK100
Howard>>,<<USA-IND067>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND067
Jackson>>,<<USA-MSP059>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP059
Huntington>>,<<USA-IND069>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND069
Hoonah-Angoon>>,<<USA-ALK105>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<USA-ALK105
Dixie>>,<<USA-FLA029>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA029
DeSoto>>,<<USA-FLA027>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA027
Jasper>>,<<USA-IND073>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND073
Jay>>,<<USA-IND075>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND075
Jefferson>>,<<USA-MSP063>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP063
Jackson>>,<<USA-IND071>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND071
Jasper>>,<<USA-MSP061>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP061
Delaware>>,<<USA-IND035>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND035
Harrison>>,<<USA-MSP047>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP047
Juneau>>,<<USA-ALK110>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<USA-ALK110
Hinds>>,<<USA-MSP049>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP049
DeKalb>>,<<USA-IND033>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND033
Elkhart>>,<<USA-IND039>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND039
Grenada>>,<<USA-MSP043>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP043
Duval>>,<<USA-FLA031>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA031
Dubois>>,<<USA-IND037>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND037
Hancock>>,<<USA-MSP045>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP045
Escambia>>,<<USA-FLA033>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA033
Flagler>>,<<USA-FLA035>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA035
Lancaster>>,<<USA-NEB109>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB109
Franklin>>,<<USA-FLA037>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA037
Knox>>,<<USA-NEB107>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB107
Gadsden>>,<<USA-FLA039>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA039
Pierce>>,<<USA-WIS093>>,<<Wisconsin>>,<<USA-WIS>>,<<United States>>,<<USA>>,<<USA-WIS093
Keith>>,<<USA-NEB101>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB101
Polk>>,<<USA-WIS095>>,<<Wisconsin>>,<<USA-WIS>>,<<United States>>,<<USA>>,<<USA-WIS095
Portage>>,<<USA-WIS097>>,<<Wisconsin>>,<<USA-WIS>>,<<United States>>,<<USA>>,<<USA-WIS097
Kimball>>,<<USA-NEB105>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB105
Keya Paha>>,<<USA-NEB103>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB103
Price>>,<<USA-WIS099>>,<<Wisconsin>>,<<USA-WIS>>,<<United States>>,<<USA>>,<<USA-WIS099
Holmes>>,<<USA-MSP051>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP051
Woodward>>,<<USA-OKL153>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<USA-OKL153
Humphreys>>,<<USA-MSP053>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP053
Woods>>,<<USA-OKL151>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<USA-OKL151
Floyd>>,<<USA-IND043>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND043
Fayette>>,<<USA-IND041>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND041
Kenai Peninsula>>,<<USA-ALK122>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<USA-ALK122
Gilchrist>>,<<USA-FLA041>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA041
Fountain>>,<<USA-IND045>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND045
George>>,<<USA-MSP039>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP039
Franklin>>,<<USA-IND047>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND047
Franklin>>,<<USA-MSP037>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP037
Gulf>>,<<USA-FLA045>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA045
Fulton>>,<<USA-IND049>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND049
Forrest>>,<<USA-MSP035>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP035
Glades>>,<<USA-FLA043>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA043
DeSoto>>,<<USA-MSP033>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP033
Hardee>>,<<USA-FLA049>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA049
McPherson>>,<<USA-NEB117>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB117
Madison>>,<<USA-NEB119>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB119
Hamilton>>,<<USA-FLA047>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA047
Pepin>>,<<USA-WIS091>>,<<Wisconsin>>,<<USA-WIS>>,<<United States>>,<<USA>>,<<USA-WIS091
Oconto>>,<<USA-WIS083>>,<<Wisconsin>>,<<USA-WIS>>,<<United States>>,<<USA>>,<<USA-WIS083
Lincoln>>,<<USA-NEB111>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB111
Monroe>>,<<USA-WIS081>>,<<Wisconsin>>,<<USA-WIS>>,<<United States>>,<<USA>>,<<USA-WIS081
Logan>>,<<USA-NEB113>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB113
Outagamie>>,<<USA-WIS087>>,<<Wisconsin>>,<<USA-WIS>>,<<United States>>,<<USA>>,<<USA-WIS087
Loup>>,<<USA-NEB115>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB115
Oneida>>,<<USA-WIS085>>,<<Wisconsin>>,<<USA-WIS>>,<<United States>>,<<USA>>,<<USA-WIS085
Greene>>,<<USA-MSP041>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP041
Ozaukee>>,<<USA-WIS089>>,<<Wisconsin>>,<<USA-WIS>>,<<United States>>,<<USA>>,<<USA-WIS089
Gibson>>,<<USA-IND051>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND051
Grant>>,<<USA-IND053>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND053
Marion>>,<<USA-IND097>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND097
Fulton>>,<<USA-OHI051>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI051
Madison>>,<<USA-IND095>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND095
Gallia>>,<<USA-OHI053>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI053
Lawrence>>,<<USA-IND093>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND093
LaPorte>>,<<USA-IND091>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND091
Fayette>>,<<USA-OHI047>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI047
Franklin>>,<<USA-OHI049>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI049
Erie>>,<<USA-OHI043>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI043
Lake>>,<<USA-IND089>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND089
Fairfield>>,<<USA-OHI045>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI045
Hancock>>,<<USA-OHI063>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI063
Kosciusko>>,<<USA-IND085>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND085
Hamilton>>,<<USA-OHI061>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI061
LaGrange>>,<<USA-IND087>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND087
Johnson>>,<<USA-IND081>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND081
Knox>>,<<USA-IND083>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND083
Guernsey>>,<<USA-OHI059>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI059
Greene>>,<<USA-OHI057>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI057
Jefferson>>,<<USA-IND077>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND077
Geauga>>,<<USA-OHI055>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI055
Jennings>>,<<USA-IND079>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND079
Highland>>,<<USA-OHI071>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI071
Hocking>>,<<USA-OHI073>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI073
Holmes>>,<<USA-OHI075>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI075
Hardin>>,<<USA-OHI065>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI065
Harrison>>,<<USA-OHI067>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI067
Henry>>,<<USA-OHI069>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI069
Albany>>,<<USA-WYM001>>,<<Wyoming>>,<<USA-WYM>>,<<United States>>,<<USA>>,<<USA-WYM001
Jefferson>>,<<USA-OHI081>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI081
Converse>>,<<USA-WYM009>>,<<Wyoming>>,<<USA-WYM>>,<<United States>>,<<USA>>,<<USA-WYM009
Carbon>>,<<USA-WYM007>>,<<Wyoming>>,<<USA-WYM>>,<<United States>>,<<USA>>,<<USA-WYM007
Campbell>>,<<USA-WYM005>>,<<Wyoming>>,<<USA-WYM>>,<<United States>>,<<USA>>,<<USA-WYM005
Lake>>,<<USA-OHI085>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI085
Knox>>,<<USA-OHI083>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI083
Big Horn>>,<<USA-WYM003>>,<<Wyoming>>,<<USA-WYM>>,<<United States>>,<<USA>>,<<USA-WYM003
Jackson>>,<<USA-OHI079>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI079
Marshall>>,<<USA-IND099>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND099
Huron>>,<<USA-OHI077>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI077
Fremont>>,<<USA-WYM013>>,<<Wyoming>>,<<USA-WYM>>,<<United States>>,<<USA>>,<<USA-WYM013
Lucas>>,<<USA-OHI095>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI095
Hardeman>>,<<USA-TNN069>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN069
Goshen>>,<<USA-WYM015>>,<<Wyoming>>,<<USA-WYM>>,<<United States>>,<<USA>>,<<USA-WYM015
Madison>>,<<USA-OHI097>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI097
Hancock>>,<<USA-TNN067>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN067
Logan>>,<<USA-OHI091>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI091
Hot Springs>>,<<USA-WYM017>>,<<Wyoming>>,<<USA-WYM>>,<<United States>>,<<USA>>,<<USA-WYM017
Hamilton>>,<<USA-TNN065>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN065
Fairbanks North Star>>,<<USA-ALK090>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<USA-ALK090
Lorain>>,<<USA-OHI093>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI093
Johnson>>,<<USA-WYM019>>,<<Wyoming>>,<<USA-WYM>>,<<United States>>,<<USA>>,<<USA-WYM019
Hamblen>>,<<USA-TNN063>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN063
Crook>>,<<USA-WYM011>>,<<Wyoming>>,<<USA-WYM>>,<<United States>>,<<USA>>,<<USA-WYM011
Hardin>>,<<USA-TNN071>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN071
Lawrence>>,<<USA-OHI087>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI087
Licking>>,<<USA-OHI089>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI089
Henderson>>,<<USA-TNN077>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN077
Niobrara>>,<<USA-WYM027>>,<<Wyoming>>,<<USA-WYM>>,<<United States>>,<<USA>>,<<USA-WYM027
Henry>>,<<USA-TNN079>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN079
Natrona>>,<<USA-WYM025>>,<<Wyoming>>,<<USA-WYM>>,<<United States>>,<<USA>>,<<USA-WYM025
Hawkins>>,<<USA-TNN073>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN073
Haywood>>,<<USA-TNN075>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN075
Park>>,<<USA-WYM029>>,<<Wyoming>>,<<USA-WYM>>,<<United States>>,<<USA>>,<<USA-WYM029
Lincoln>>,<<USA-WYM023>>,<<Wyoming>>,<<USA-WYM>>,<<United States>>,<<USA>>,<<USA-WYM023
Laramie>>,<<USA-WYM021>>,<<Wyoming>>,<<USA-WYM>>,<<United States>>,<<USA>>,<<USA-WYM021
Hickman>>,<<USA-TNN081>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN081
Houston>>,<<USA-TNN083>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN083
Mahoning>>,<<USA-OHI099>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI099
Teton>>,<<USA-WYM039>>,<<Wyoming>>,<<USA-WYM>>,<<United States>>,<<USA>>,<<USA-WYM039
Jackson>>,<<USA-TNN087>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN087
Humphreys>>,<<USA-TNN085>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN085
Dillingham>>,<<USA-ALK070>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<USA-ALK070
Sublette>>,<<USA-WYM035>>,<<Wyoming>>,<<USA-WYM>>,<<United States>>,<<USA>>,<<USA-WYM035
Sweetwater>>,<<USA-WYM037>>,<<Wyoming>>,<<USA-WYM>>,<<United States>>,<<USA>>,<<USA-WYM037
Knott>>,<<USA-KEN119>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN119
Jefferson>>,<<USA-TNN089>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN089
Platte>>,<<USA-WYM031>>,<<Wyoming>>,<<USA-WYM>>,<<United States>>,<<USA>>,<<USA-WYM031
Sheridan>>,<<USA-WYM033>>,<<Wyoming>>,<<USA-WYM>>,<<United States>>,<<USA>>,<<USA-WYM033
Kenton>>,<<USA-KEN117>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN117
Johnson>>,<<USA-KEN115>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN115
Denali>>,<<USA-ALK068>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<USA-ALK068
Jessamine>>,<<USA-KEN113>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN113
Knox>>,<<USA-TNN093>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN093
Jefferson>>,<<USA-KEN111>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN111
Johnson>>,<<USA-TNN091>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN091
Bristol Bay>>,<<USA-ALK060>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<USA-ALK060
Lake>>,<<USA-TNN095>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN095
Lauderdale>>,<<USA-TNN097>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN097
Hopkins>>,<<USA-KEN107>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN107
Lawrence>>,<<USA-TNN099>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN099
Jackson>>,<<USA-KEN109>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN109
