PREFECTURE NAME>>,<<CHINESE NAME>>,<<PREFECTURE GMI
Del Valle>>,<<Del Valle>>,<<4845319816
DeLeon>>,<<DeLeon>>,<<4809319672
Delhi>>,<<Delhi(Caldwell)>>,<<4805519684
Dell City>>,<<Dell City>>,<<4829919708
Democrat>>,<<Democrat>>,<<4833319864
Denison>>,<<Denison(Grayson)>>,<<4818119900
Denton>>,<<Denton(Denton)>>,<<4812119972
Denver City>>,<<Denver City>>,<<4850119984
Deport>>,<<Deport>>,<<4827720020
Derby>>,<<Derby(Frio)>>,<<4816320032
Dermott>>,<<Dermott(Scurry)>>,<<4841520044
Desdemona>>,<<Desdemona>>,<<4813320068
Desert>>,<<Desert(Collin)>>,<<4808520080
Detroit>>,<<Detroit(Red River)>>,<<4838720128
Devine>>,<<Devine>>,<<4832520152
Dew>>,<<Dew>>,<<4816120164
Dewalt>>,<<Dewalt>>,<<4815720176
Deweyville>>,<<Deweyville>>,<<4835120212
Dexter>>,<<Dexter(Cooke)>>,<<4809720236
Dialville>>,<<Dialville>>,<<4807320284
Diana>>,<<Diana(Upshur)>>,<<4845920296
Diboll>>,<<Diboll>>,<<4800520308
Dickens>>,<<Dickens(Dickens)>>,<<4812520332
Dickinson>>,<<Dickinson(Galveston)>>,<<4816720344
Dickworsham>>,<<Dickworsham>>,<<4807720368
Dilley>>,<<Dilley>>,<<4816320428
Dime Box>>,<<Dime Box>>,<<4828720452
Dimmitt>>,<<Dimmitt>>,<<4806920464
Dinero>>,<<Dinero>>,<<4829720488
Dirgin>>,<<Dirgin>>,<<4840120536
Dittlinger>>,<<Dittlinger>>,<<4809120548
Dobbin>>,<<Dobbin>>,<<4833920644
Dodge>>,<<Dodge(Walker)>>,<<4847120704
Donie>>,<<Donie>>,<<4816120872
Doole>>,<<Doole>>,<<4830720920
Double Bayou>>,<<Double Bayou>>,<<4807121016
Doucette>>,<<Doucette>>,<<4845721040
Dougherty>>,<<Dougherty(Floyd)>>,<<4815321076
Douglass>>,<<Douglass(Nacogdoches)>>,<<4834721100
Douglassville>>,<<Douglassville>>,<<4806721112
Douro>>,<<Douro>>,<<4813521136
Dripping Springs>>,<<Dripping Springs>>,<<4820921424
Driscoll>>,<<Driscoll(Nueces)>>,<<4835521436
Dryden>>,<<Dryden(Terrell)>>,<<4844321460
Dublin>>,<<Dublin(Erath)>>,<<4814321484
Dumas>>,<<Dumas(Moore)>>,<<4834121556
Duncanville>>,<<Duncanville(Dallas)>>,<<4811321628
Dundee>>,<<Dundee(Archer)>>,<<4800921640
Dunlap>>,<<Dunlap(Cottle)>>,<<4810121652
Dunlay>>,<<Dunlay>>,<<4832521676
Dunn>>,<<Dunn(Scurry)>>,<<4841521688
Eagle Flat>>,<<Eagle Flat>>,<<4822921820
Eagle Pass>>,<<Eagle Pass>>,<<4832321892
Earle>>,<<Earle(Bexar)>>,<<4802921898
Eastgate>>,<<Eastgate(Liberty)>>,<<4829122072
Eastland>>,<<Eastland>>,<<4813322132
Easton>>,<<Easton(Rusk)>>,<<4840122192
Echo>>,<<Echo(Coleman)>>,<<4808322456
Edcouch>>,<<Edcouch>>,<<4821522528
Eddy>>,<<Eddy>>,<<4830922540
Eden>>,<<Eden(Concho)>>,<<4809522552
Edgar>>,<<Edgar(DeWitt)>>,<<4812322564
Edge>>,<<Edge>>,<<4804122576
Edgecliff Village>>,<<Edgecliff Village>>,<<4843922588
Edgewood>>,<<Edgewood(Van Zandt)>>,<<4846722612
Edinburg>>,<<Edinburg(Hidalgo)>>,<<4821522660
Edith>>,<<Edith>>,<<4808122696
Edmonson>>,<<Edmonson>>,<<4818922708
Edna>>,<<Edna(Jackson)>>,<<4823922720
Edroy>>,<<Edroy>>,<<4840922768
El Campo>>,<<El Campo>>,<<4848122864
El Indio>>,<<El Indio>>,<<4832323080
El Lago>>,<<El Lago>>,<<4820123164
El Paso>>,<<El Paso(El Paso)>>,<<4814124000
El Sauz>>,<<El Sauz>>,<<4842724048
El Toro>>,<<El Toro(Jackson)>>,<<4823924072
Elbert>>,<<Elbert(Throckmorton)>>,<<4844722840
Eldorado>>,<<Eldorado(Schleicher)>>,<<4841322960
Electra>>,<<Electra>>,<<4848522984
Elgin>>,<<Elgin(Bastrop)>>,<<4802123044
Eli>>,<<Eli(Hall)>>,<<4819123056
Eliasville>>,<<Eliasville>>,<<4850323068
Elkhart>>,<<Elkhart(Anderson)>>,<<4800123140
Ella>>,<<Ella(Jim Wells)>>,<<4824923152
Ellinger>>,<<Ellinger>>,<<4814923176
Elm Mott>>,<<Elm Mott>>,<<4830923344
Elmdale>>,<<Elmdale(Taylor)>>,<<4844123260
Elmendorf>>,<<Elmendorf>>,<<4802923272
Elmo>>,<<Elmo(Kaufman)>>,<<4825723356
Elsa>>,<<Elsa>>,<<4821524036
Elton>>,<<Elton(Dickens)>>,<<4812524068
Emerson>>,<<Emerson(Terrell)>>,<<4844324160
Emhouse>>,<<Emhouse>>,<<4834924168
Emory>>,<<Emory(Rains)>>,<<4837924216
Encinal>>,<<Encinal>>,<<4828324240
Encino>>,<<Encino(Brooks)>>,<<4804724252
English>>,<<English(Red River)>>,<<4838724324
Enloe>>,<<Enloe>>,<<4811924336
Ennis>>,<<Ennis(Ellis)>>,<<4813924348
Enochs>>,<<Enochs>>,<<4801724384
Era>>,<<Era>>,<<4809724492
Escobas>>,<<Escobas>>,<<4850524564
Eskota>>,<<Eskota>>,<<4815124576
Estelline>>,<<Estelline(Hall)>>,<<4819124636
Estes>>,<<Estes>>,<<4800724648
Etter>>,<<Etter>>,<<4834124708
Euless>>,<<Euless>>,<<4843924768
Eureka>>,<<Eureka(Navarro)>>,<<4834924816
Eustace>>,<<Eustace>>,<<4821324828
Evadale>>,<<Evadale>>,<<4824124840
Evant>>,<<Evant>>,<<4809924864
Everman>>,<<Everman>>,<<4843924912
Exell>>,<<Exell>>,<<4834124984
Exum>>,<<Exum>>,<<4820524996
Ezzell>>,<<Ezzell>>,<<4828525020
Fabens>>,<<Fabens>>,<<4814125032
Fairfield>>,<<Fairfield(Freestone)>>,<<4816125104
Fairland>>,<<Fairland(Burnet)>>,<<4805325116
Fairview>>,<<Fairview(Howard)>>,<<4822725260
Falcon>>,<<Falcon(Zapata)>>,<<4850525332
Falfurrias>>,<<Falfurrias>>,<<4804725368
Falls City>>,<<Falls City(Karnes)>>,<<4825525392
Fannett>>,<<Fannett>>,<<4824525404
Fannin>>,<<Fannin>>,<<4817525416
Farmers Branch>>,<<Farmers Branch>>,<<4811325452
Farmersville>>,<<Farmersville(Collin)>>,<<4808525488
Farnsworth>>,<<Farnsworth>>,<<4835725512
Farrar>>,<<Farrar>>,<<4829325524
Farrsville>>,<<Farrsville>>,<<4835125536
Farwell>>,<<Farwell(Parmer)>>,<<4836925548
Fashing>>,<<Fashing>>,<<4801325560
Fayetteville>>,<<Fayetteville(Fayette)>>,<<4814925644
Faysville>>,<<Faysville>>,<<4821525656
Fentress>>,<<Fentress>>,<<4805525716
Ferris>>,<<Ferris(Ellis)>>,<<4813925752
Fife>>,<<Fife(McCulloch)>>,<<4830725788
Finlay>>,<<Finlay>>,<<4822925846
Finney>>,<<Finney>>,<<4818925860
Fischer>>,<<Fischer>>,<<4809125884
Flat>>,<<Flat(Coryell)>>,<<4809926004
Flatonia>>,<<Flatonia>>,<<4814926028
Flats>>,<<Flats(Rains)>>,<<4837926040
Flint>>,<<Flint(Smith)>>,<<4842326076
Flo>>,<<Flo>>,<<4828926100
Flomot>>,<<Flomot>>,<<4834526112
Florence>>,<<Florence(Williamson)>>,<<4849126136
Florence Hill>>,<<Florence Hill>>,<<4811326148
Floresville>>,<<Floresville>>,<<4849326160
Florey>>,<<Florey>>,<<4800326172
Floydada>>,<<Floydada>>,<<4815326268
Flynn>>,<<Flynn>>,<<4828926292
Foard City>>,<<Foard City>>,<<4815526304
Follett>>,<<Follett>>,<<4829526328
Forest Glade>>,<<Forest Glade>>,<<4829326484
Forest Hill>>,<<Forest Hill(Tarrant)>>,<<4843926544
Forney>>,<<Forney(Kaufman)>>,<<4825726604
Forreston>>,<<Forreston(Ellis)>>,<<4813926628
Fort Chadbourne>>,<<Fort Chadbourne>>,<<4808126676
Fort Davis>>,<<Fort Davis(Jeff Davis)>>,<<4824326688
Fort Griffin>>,<<Fort Griffin>>,<<4841726712
Fort Hancock>>,<<Fort Hancock>>,<<4822926724
Fort Stockton>>,<<Fort Stockton>>,<<4837126808
Fort Worth>>,<<Fort Worth>>,<<4843927000
Fostoria>>,<<Fostoria(Montgomery)>>,<<4833927060
Four Way>>,<<Four Way>>,<<4834127132
Fowlerton>>,<<Fowlerton(La Salle)>>,<<4828327144
Fowlkes>>,<<Fowlkes(Wichita)>>,<<4848527160
Francitas>>,<<Francitas>>,<<4823927240
Franklin>>,<<Franklin(Robertson)>>,<<4839527288
Frankston>>,<<Frankston>>,<<4800127300
Fred>>,<<Fred(Tyler)>>,<<4845727336
Fredericksburg>>,<<Fredericksburg(Gillespie)>>,<<4817127348
Fredonia>>,<<Fredonia(Mason)>>,<<4831927372
Freeport>>,<<Freeport(Brazoria)>>,<<4803927420
Freer>>,<<Freer>>,<<4813127432
Fresno>>,<<Fresno(Fort Bend)>>,<<4815727540
Friday>>,<<Friday>>,<<4845527576
Friendswood>>,<<Friendswood>>,<<4816727648
Friona>>,<<Friona>>,<<4836927660
Frisco>>,<<Frisco(Collin)>>,<<4808527684
Fritch>>,<<Fritch>>,<<4823327696
Fronton>>,<<Fronton>>,<<4842727744
Frost>>,<<Frost(Navarro)>>,<<4834927768
Fruitland>>,<<Fruitland(Montague)>>,<<4833727792
Fullerville>>,<<Fullerville>>,<<4841527864
Fulshear>>,<<Fulshear>>,<<4815727876
Fulton>>,<<Fulton(Aransas)>>,<<4800727888
Funston>>,<<Funston(Jones)>>,<<4825327912
Gageby>>,<<Gageby>>,<<4848327966
Gail>>,<<Gail>>,<<4803327972
Gainesville>>,<<Gainesville(Cooke)>>,<<4809727984
Galena Park>>,<<Galena Park>>,<<4820127996
Gallatin>>,<<Gallatin(Cherokee)>>,<<4807328008
Galveston>>,<<Galveston(Galveston)>>,<<4816728068
Ganado>>,<<Ganado(Jackson)>>,<<4823928080
Garden Acres>>,<<Garden Acres>>,<<4843928164
Garden City>>,<<Garden City(Glasscock)>>,<<4817328176
Gardendale>>,<<Gardendale(La Salle)>>,<<4828328212
Garfield>>,<<Garfield(Travis)>>,<<4845328320
Garland>>,<<Garland(Dallas)>>,<<4811329000
Garner>>,<<Garner(Parker)>>,<<4836729012
Garrett>>,<<Garrett(Ellis)>>,<<4813929036
Garrison>>,<<Garrison(Nacogdoches)>>,<<4834729060
Garwood>>,<<Garwood>>,<<4808929096
Gary City>>,<<Gary City>>,<<4836529108
Gatesville>>,<<Gatesville(Coryell)>>,<<4809929168
Gause>>,<<Gause>>,<<4833129216
Gentry>>,<<Gentry(Potter)>>,<<4837529312
George West>>,<<George West>>,<<4829729348
Georgetown>>,<<Georgetown(Williamson)>>,<<4849129336
Geronimo>>,<<Geronimo(Guadalupe)>>,<<4818729384
Giddings>>,<<Giddings>>,<<4828729432
Gilchrist>>,<<Gilchrist(Galveston)>>,<<4816729480
Giles>>,<<Giles>>,<<4812929492
Gilmer>>,<<Gilmer>>,<<4845929564
Gilpin>>,<<Gilpin(Dickens)>>,<<4812529576
Girard>>,<<Girard(Kent)>>,<<4826329612
Girvin>>,<<Girvin>>,<<4837129624
Gladewater>>,<<Gladewater>>,<<4818329660
Glass>>,<<Glass>>,<<4842529708
Glazier>>,<<Glazier>>,<<4821129732
Glen Flora>>,<<Glen Flora>>,<<4848129816
Glen Rose>>,<<Glen Rose>>,<<4842529876
Glendale>>,<<Glendale(Trinity)>>,<<4845529792
Glenn>>,<<Glenn(Dickens)>>,<<4812529828
Glenwood>>,<<Glenwood(Upshur)>>,<<4845929900
Glidden>>,<<Glidden(Colorado)>>,<<4808929912
Gluck>>,<<Gluck(Potter)>>,<<4837529948
Godley>>,<<Godley>>,<<4825129972
Golden>>,<<Golden(Wood)>>,<<4849929996
Goldsboro>>,<<Goldsboro(Coleman)>>,<<4808330032
Goldsmith>>,<<Goldsmith>>,<<4813530044
Goldthwaite>>,<<Goldthwaite>>,<<4833330056
Goliad>>,<<Goliad>>,<<4817530080
Gomez>>,<<Gomez(Terry)>>,<<4844530104
Gonzales>>,<<Gonzales(Gonzales)>>,<<4817730116
Goober Hill>>,<<Goober Hill>>,<<4841930128
Goodlett>>,<<Goodlett>>,<<4819730176
Goodnight>>,<<Goodnight>>,<<4801130200
Goodrich>>,<<Goodrich(Polk)>>,<<4837330224
Gordon>>,<<Gordon(Palo Pinto)>>,<<4836330272
Gordonville>>,<<Gordonville(Grayson)>>,<<4818130284
Goree>>,<<Goree>>,<<4827530296
Gorman>>,<<Gorman(Eastland)>>,<<4813330308
Graford>>,<<Graford>>,<<4836330380
Graham>>,<<Graham(Young)>>,<<4850330392
Granbury>>,<<Granbury>>,<<4822130416
Grand Prairie>>,<<Grand Prairie>>,<<4811330464
Grand Saline>>,<<Grand Saline>>,<<4846730476
Grandfalls>>,<<Grandfalls>>,<<4847530440
Grandview>>,<<Grandview(Johnson)>>,<<4825130512
Granger>>,<<Granger(Williamson)>>,<<4849130548
Grapeland>>,<<Grapeland>>,<<4822530632
Grapevine>>,<<Grapevine(Tarrant)>>,<<4843930644
Gray>>,<<Gray(Marion)>>,<<4831530692
Green>>,<<Green(Karnes)>>,<<4825530812
Greenville>>,<<Greenville(Hunt)>>,<<4823130920
Gregory>>,<<Gregory(San Patricio)>>,<<4840931064
Grit>>,<<Grit>>,<<4831931244
Groesbeck>>,<<Groesbeck>>,<<4829331280
Groom>>,<<Groom>>,<<4817931292
Groves>>,<<Groves>>,<<4824531328
Groveton>>,<<Groveton(Trinity)>>,<<4845531340
Gruene>>,<<Gruene>>,<<4809131376
Gruhlkey>>,<<Gruhlkey>>,<<4835931388
Gruver>>,<<Gruver(Hansford)>>,<<4819531412
Guadalupe>>,<<Guadalupe(Victoria)>>,<<4846931436
Guerra>>,<<Guerra>>,<<4824731484
Gunter>>,<<Gunter>>,<<4818131616
Gustine>>,<<Gustine(Comanche)>>,<<4809331628
Guthrie>>,<<Guthrie(King)>>,<<4826931640
Guy>>,<<Guy(Fort Bend)>>,<<4815731652
Hainesville>>,<<Hainesville(Wood)>>,<<4849931784
Hale Center>>,<<Hale Center>>,<<4818931820
Halfway>>,<<Halfway(Hale)>>,<<4818931844
Hall>>,<<Hall(San Saba)>>,<<4841131856
Hallettsville>>,<<Hallettsville>>,<<4828531868
Hallsville>>,<<Hallsville(Harrison)>>,<<4820331904
Haltom City>>,<<Haltom City>>,<<4843931928
Hamilton>>,<<Hamilton(Hamilton)>>,<<4819331952
Hamlin>>,<<Hamlin(Fisher)>>,<<4815131964
Hammond>>,<<Hammond(Robertson)>>,<<4839531976
Haney>>,<<Haney>>,<<4838132084
Hankamer>>,<<Hankamer>>,<<4807132108
Happy>>,<<Happy>>,<<4843732156
Hardin>>,<<Hardin(Liberty)>>,<<4829132240
Hargill>>,<<Hargill>>,<<4821532300
Harkeyville>>,<<Harkeyville>>,<<4841132324
Harleton>>,<<Harleton>>,<<4820332360
Harlingen>>,<<Harlingen(Cameron)>>,<<4806132372
Harmony>>,<<Harmony(Anderson)>>,<<4800132396
Harper>>,<<Harper(Gillespie)>>,<<4817132456
Harrold>>,<<Harrold(Wilbarger)>>,<<4848732552
Hart>>,<<Hart(Castro)>>,<<4806932576
Hartley>>,<<Hartley(Hartley)>>,<<4820532612
Harwood>>,<<Harwood(Gonzales)>>,<<4817732684
Haskell>>,<<Haskell(Haskell)>>,<<4820732696
Haslet>>,<<Haslet>>,<<4843932720
Hasse>>,<<Hasse>>,<<4809332732
Hatchel>>,<<Hatchel>>,<<4839932756
Hawkins>>,<<Hawkins(Wood)>>,<<4849932816
Hawley>>,<<Hawley(Jones)>>,<<4825332840
Haynesville>>,<<Haynesville(Wichita)>>,<<4848532900
Hearne>>,<<Hearne>>,<<4839532972
Heaton>>,<<Heaton>>,<<4817932996
Hebbronville>>,<<Hebbronville>>,<<4824733008
Hebron>>,<<Hebron(Denton)>>,<<4812133020
Heckville>>,<<Heckville>>,<<4830333032
Hedley>>,<<Hedley>>,<<4812933044
Hedwig Village>>,<<Hedwig Village>>,<<4820133068
Hedwigs Hill>>,<<Hedwigs Hill>>,<<4831933056
Helena>>,<<Helena(Karnes)>>,<<4825533128
Helotes>>,<<Helotes>>,<<4802933146
Hemphill>>,<<Hemphill>>,<<4840333188
Hempstead>>,<<Hempstead(Waller)>>,<<4847333200
Henderson>>,<<Henderson(Rusk)>>,<<4840133212
Henly>>,<<Henly>>,<<4820933248
Henrietta>>,<<Henrietta(Clay)>>,<<4807733284
Hereford>>,<<Hereford(Deaf Smith)>>,<<4811733320
Hermleigh>>,<<Hermleigh>>,<<4841533356
Hermosa>>,<<Hermosa(Reeves)>>,<<4838933368
Herty>>,<<Herty>>,<<4800533392
Hext>>,<<Hext>>,<<4832733440
Hico>>,<<Hico(Hamilton)>>,<<4819333548
Hidalgo>>,<<Hidalgo(Hidalgo)>>,<<4821533560
Higgins>>,<<Higgins>>,<<4829533608
High Island>>,<<High Island>>,<<4816733656
Highbank>>,<<Highbank>>,<<4814533632
Highland Park>>,<<Highland Park(Dallas)>>,<<4811333824
Highlands>>,<<Highlands(Harris)>>,<<4820133836
Hilburn>>,<<Hilburn>>,<<4806933920
Hillister>>,<<Hillister>>,<<4845734040
Hills Prairie>>,<<Hills Prairie>>,<<4802134124
Hillsboro>>,<<Hillsboro(Hill)>>,<<4821734088
Hilshire Village>>,<<Hilshire Village>>,<<4820134148
Hitchcock>>,<<Hitchcock(Galveston)>>,<<4816734220
Hitchland>>,<<Hitchland>>,<<4819534232
Hoban>>,<<Hoban>>,<<4838934268
Hochheim>>,<<Hochheim>>,<<4812334316
Hockley>>,<<Hockley>>,<<4820134328
Holland>>,<<Holland(Bell)>>,<<4802734508
Holliday>>,<<Holliday(Archer)>>,<<4800934532
Hondo>>,<<Hondo(Medina)>>,<<4832534676
Honey Grove>>,<<Honey Grove>>,<<4814734700
Honey Island>>,<<Honey Island>>,<<4819934712
Hooks>>,<<Hooks>>,<<4803734736
Hoover>>,<<Hoover(Gray)>>,<<4817934772
Hoskins>>,<<Hoskins(Brazoria)>>,<<4803934916
Houmont Park>>,<<Houmont Park>>,<<4820134964
Houston>>,<<Houston(Harris)>>,<<4820135000
Howe>>,<<Howe(Grayson)>>,<<4818135084
Howland>>,<<Howland(Lamar)>>,<<4827735108
Hubbard>>,<<Hubbard(Hill)>>,<<4821735180
Huckabay>>,<<Huckabay>>,<<4814335204
Huffman>>,<<Huffman>>,<<4820135276
Hughes Springs>>,<<Hughes Springs>>,<<4806735300
Hull>>,<<Hull(Liberty)>>,<<4829135324
Humble>>,<<Humble>>,<<4820135348
Hungerford>>,<<Hungerford>>,<<4848135420
Hunt>>,<<Hunt>>,<<4826535444
Hunter>>,<<Hunter(Comal)>>,<<4809135456
Hunters Creek Village>>,<<Hunters Creek Village>>,<<4820135480
Huntington>>,<<Huntington(Angelina)>>,<<4800535492
Huntoon>>,<<Huntoon>>,<<4835735516
Huntsville>>,<<Huntsville(Walker)>>,<<4847135528
Hurst>>,<<Hurst>>,<<4843935576
Hutchins>>,<<Hutchins>>,<<4811335612
Hutto>>,<<Hutto>>,<<4849135624
Hye>>,<<Hye>>,<<4803135648
Iatan>>,<<Iatan(Mitchell)>>,<<4833535696
Idalou>>,<<Idalou>>,<<4830335732
Inadale>>,<<Inadale>>,<<4841535840
Independence>>,<<Independence(Washington)>>,<<4847735852
India>>,<<India>>,<<4813935876
Indianola>>,<<Indianola(Calhoun)>>,<<4805735924
Industry>>,<<Industry(Austin)>>,<<4801535984
Inez>>,<<Inez(Victoria)>>,<<4846935996
Ingleside>>,<<Ingleside(San Patricio)>>,<<4840936008
Ingram>>,<<Ingram(Kerr)>>,<<4826536032
Iola>>,<<Iola(Grimes)>>,<<4818536068
Iowa Colony>>,<<Iowa Colony>>,<<4803936092
Iowa Park>>,<<Iowa Park>>,<<4848536104
Ira>>,<<Ira(Scurry)>>,<<4841536116
Iraan>>,<<Iraan>>,<<4837136128
Iredell>>,<<Iredell>>,<<4803536140
Irene>>,<<Irene(Hill)>>,<<4821736164
Ironton>>,<<Ironton(Cherokee)>>,<<4807336176
Irving>>,<<Irving(Dallas)>>,<<4811337000
Italy>>,<<Italy>>,<<4813937072
Itasca>>,<<Itasca(Hill)>>,<<4821737084
Ivan>>,<<Ivan(Stephens)>>,<<4842937096
Jacinto City>>,<<Jacinto City>>,<<4820137156
Jacksboro>>,<<Jacksboro(Jack)>>,<<4823737168
Jacksonville>>,<<Jacksonville(Cherokee)>>,<<4807337216
Jasper>>,<<Jasper(Jasper)>>,<<4824137420
Jayton>>,<<Jayton>>,<<4826337468
Jean>>,<<Jean(Young)>>,<<4850337480
Jefferson>>,<<Jefferson(Marion)>>,<<4831537528
Jericho>>,<<Jericho(Donley)>>,<<4812937576
Jermyn>>,<<Jermyn(Jack)>>,<<4823737600
Jersey Village>>,<<Jersey Village>>,<<4820137612
Jewett>>,<<Jewett(Leon)>>,<<4828937648
Joaquin>>,<<Joaquin>>,<<4841937684
Joel>>,<<Joel(Deaf Smith)>>,<<4811737708
Johnfarris>>,<<Johnfarris>>,<<4815337744
Johnson City>>,<<Johnson City(Blanco)>>,<<4803137780
Johnsons Station>>,<<Johnsons Station>>,<<4843937804
Johnstone>>,<<Johnstone>>,<<4846537816
Johntown>>,<<Johntown>>,<<4838737876
Jolly>>,<<Jolly>>,<<4807737924
Jollyville>>,<<Jollyville>>,<<4845337936
Jonah>>,<<Jonah>>,<<4849137948
Jones Creek>>,<<Jones Creek>>,<<4803937984
Jonesboro>>,<<Jonesboro(Coryell)>>,<<4809937972
Joplin>>,<<Joplin(Jack)>>,<<4823738044
Joshua>>,<<Joshua>>,<<4825138080
Jourdanton>>,<<Jourdanton>>,<<4801338116
Jubilee Springs>>,<<Jubilee Springs>>,<<4802738173
Juilliard>>,<<Juilliard>>,<<4837538218
Juliff>>,<<Juliff>>,<<4815738224
Junction>>,<<Junction(Kimble)>>,<<4826738248
Juno>>,<<Juno>>,<<4846538272
Justiceburg>>,<<Justiceburg>>,<<4816938320
Justin>>,<<Justin>>,<<4812138332
Kadane Corner>>,<<Kadane Corner>>,<<4848538344
Kaffir>>,<<Kaffir>>,<<4843738356
Kamey>>,<<Kamey>>,<<4805738392
Karnack>>,<<Karnack>>,<<4820338440
Karnes City>>,<<Karnes City>>,<<4825538452
Katemcy>>,<<Katemcy>>,<<4831938464
Katy>>,<<Katy>>,<<4820138476
Kaufman>>,<<Kaufman>>,<<4825738488
Keenan>>,<<Keenan>>,<<4833938536
Keene>>,<<Keene(Johnson)>>,<<4825138548
Keller>>,<<Keller(Tarrant)>>,<<4843938632
Kellerville>>,<<Kellerville>>,<<4848338656
Kelsay>>,<<Kelsay>>,<<4842738728
Keltys>>,<<Keltys>>,<<4800538764
Kemah>>,<<Kemah>>,<<4816738776
Kemp>>,<<Kemp>>,<<4825738788
Kempner>>,<<Kempner>>,<<4828138800
Kendleton>>,<<Kendleton>>,<<4815738848
Kenedy>>,<<Kenedy>>,<<4825538860
Kenefick>>,<<Kenefick>>,<<4829138872
Kennard>>,<<Kennard(Houston)>>,<<4822538884
Kennedale>>,<<Kennedale>>,<<4843938896
Kenney>>,<<Kenney(Austin)>>,<<4801538920
Kent>>,<<Kent(Culberson)>>,<<4810938944
Kerens>>,<<Kerens>>,<<4834938992
Kermit>>,<<Kermit>>,<<4849539004
Kerrick>>,<<Kerrick(Dallam)>>,<<4811139028
Kerrville>>,<<Kerrville>>,<<4826539040
Key>>,<<Key>>,<<4811539076
Kilgore>>,<<Kilgore(Gregg)>>,<<4818339124
Killeen>>,<<Killeen>>,<<4802739148
Kingsbury>>,<<Kingsbury>>,<<4818739292
Kingsland>>,<<Kingsland(Llano)>>,<<4829939304
Kingsmill>>,<<Kingsmill>>,<<4817939328
Kingsville>>,<<Kingsville(Kleberg)>>,<<4827339352
Kinwood>>,<<Kinwood>>,<<4820139412
Kirby>>,<<Kirby(Bexar)>>,<<4802939448
Kirbyville>>,<<Kirbyville>>,<<4824139460
Kirkland>>,<<Kirkland(Childress)>>,<<4807539484
Kirvin>>,<<Kirvin>>,<<4816139520
Kitalou>>,<<Kitalou>>,<<4830339532
Klondike>>,<<Klondike(Delta)>>,<<4811939604
Knippa>>,<<Knippa>>,<<4846339664
Knox City>>,<<Knox City(Knox)>>,<<4827539700
Kohrville>>,<<Kohrville>>,<<4820139748
Kopperl>>,<<Kopperl>>,<<4803539784
Kosse>>,<<Kosse>>,<<4829339844
Kountze>>,<<Kountze>>,<<4819939868
Kress>>,<<Kress>>,<<4843739904
Krum>>,<<Krum>>,<<4812139928
Kurten>>,<<Kurten>>,<<4804139940
Kyle>>,<<Kyle(Hays)>>,<<4820939952
La Coste>>,<<La Coste>>,<<4832540108
La Grange>>,<<La Grange(Fayette)>>,<<4814940276
La Grulla>>,<<La Grulla>>,<<4842740288
La Joya>>,<<La Joya(Hidalgo)>>,<<4821540384
La Junta>>,<<La Junta(Parker)>>,<<4836740396
La Paloma>>,<<La Paloma>>,<<4806141416
La Porte>>,<<La Porte(Harris)>>,<<4820141440
La Pryor>>,<<La Pryor>>,<<4850741452
La Reforma>>,<<La Reforma>>,<<4842741476
La Salle>>,<<La Salle(Jackson)>>,<<4823941536
La Vernia>>,<<La Vernia>>,<<4849341764
Ladonia>>,<<Ladonia>>,<<4814740180
Laguna Park>>,<<Laguna Park>>,<<4803540312
Laird Hill>>,<<Laird Hill>>,<<4840140348
Lajitas>>,<<Lajitas>>,<<4804340372
Lake Creek>>,<<Lake Creek>>,<<4811940492
Lake Jackson>>,<<Lake Jackson>>,<<4803940588
Lake Worth>>,<<Lake Worth(Tarrant)>>,<<4843941056
Lakeland Heights>>,<<Lakeland Heights>>,<<4811340648
Lakeside>>,<<Lakeside(Tarrant)>>,<<4843940744
Laketon>>,<<Laketon(Gray)>>,<<4817940828
Lakeview>>,<<Lakeview(Hall)>>,<<4819140888
Lamar>>,<<Lamar(Aransas)>>,<<4800741092
Lamesa>>,<<Lamesa>>,<<4811541164
Lamkin>>,<<Lamkin>>,<<4809341176
Lampasas>>,<<Lampasas>>,<<4828141188
Lancaster>>,<<Lancaster(Dallas)>>,<<4811341212
Lane City>>,<<Lane City>>,<<4848141284
Laneville>>,<<Laneville(Rusk)>>,<<4840141332
Langtry>>,<<Langtry>>,<<4846541344
Laredo>>,<<Laredo(Webb)>>,<<4847941464
Lariat>>,<<Lariat>>,<<4836941488
Lark>>,<<Lark(Carson)>>,<<4806541500
Lasara>>,<<Lasara>>,<<4848941548
Lassater>>,<<Lassater>>,<<4831541596
Latexo>>,<<Latexo>>,<<4822541644
Lautz>>,<<Lautz>>,<<4842141752
Lawn>>,<<Lawn>>,<<4844141872
Lawson>>,<<Lawson(Dallas)>>,<<4811341920
Lazare>>,<<Lazare>>,<<4819741944
League City>>,<<League City>>,<<4816741980
Leakey>>,<<Leakey>>,<<4838542004
Leander>>,<<Leander(Williamson)>>,<<4849142016
Leesville>>,<<Leesville(Gonzales)>>,<<4817742124
Lefors>>,<<Lefors>>,<<4817942148
Leggett>>,<<Leggett(Polk)>>,<<4837342160
Lehman>>,<<Lehman>>,<<4807942184
Leigh>>,<<Leigh(Harrison)>>,<<4820342208
Lela>>,<<Lela>>,<<4848342220
Leming>>,<<Leming>>,<<4801342256
Lenorah>>,<<Lenorah>>,<<4831742292
Lenz>>,<<Lenz>>,<<4825542304
Leo>>,<<Leo(Cooke)>>,<<4809742316
